gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn;operator;department;monthly_cost_mad;total_cost_mad;plan;roaming_flag;data_usage_gb;quota_gb;over_quota_flag;anomaly_flag;risk_proba;risk_score_100;risk_level;future_cost_mad;future_cost_pred_mad;alert_flag;recommendation
Female;0;Yes;Yes;23;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;19.65;451.55;0;Maroc Telecom;Direction;196.5;4515.5;M;0;4.9;12;0;0;0.0125;1.2;Faible;198.25;195.6;0;RAS
Female;0;No;No;1;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;50.55;50.55;1;Orange Maroc;RH;505.5;505.5;XL;0;27.19;50;0;0;0.7925;79.2;Élevé;516.38;506.56;1;Surveiller la ligne + analyser causes
Female;0;No;No;2;Yes;Yes;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;54.35;117.05;0;Maroc Telecom;Commercial;543.5;1170.5;XL;1;25.72;50;0;0;0.1575;15.8;Faible;657.8;619.81;0;RAS
Female;1;No;No;52;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;No;Credit card (automatic);108.1;5839.3;0;Orange Maroc;Direction;1081.0;58393.0;XL;1;60.68;50;1;1;0.0875;8.8;Faible;1207.63;1207.53;1;Vérifier roaming + limiter options
Female;0;No;No;36;Yes;Yes;DSL;Yes;No;No;No;No;No;One year;No;Mailed check;54.45;1893.5;0;Maroc Telecom;IT;544.5;18935.0;XL;0;26.32;50;0;0;0.01;1.0;Faible;547.61;544.34;0;RAS
Female;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;45.35;45.35;0;inwi;Support;453.5;453.5;L;0;23.26;25;0;0;0.15;15.0;Faible;444.95;454.15;0;RAS
Female;0;No;No;28;Yes;Yes;DSL;Yes;No;Yes;No;No;No;One year;No;Mailed check;59.0;1654.45;0;inwi;Support;590.0;16544.5;XL;1;29.93;50;0;0;0.035;3.5;Faible;659.04;666.08;0;RAS
Female;0;Yes;Yes;7;Yes;No;DSL;Yes;Yes;Yes;No;Yes;No;One year;No;Electronic check;69.45;477.05;0;Maroc Telecom;IT;694.5;4770.5;XL;0;32.65;50;0;0;0.13;13.0;Faible;716.45;694.8;0;RAS
Male;0;No;No;14;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;100.55;1415.55;1;Maroc Telecom;Support;1005.5;14155.5;XL;0;51.65;50;1;0;0.88;88.0;Critique;1088.37;1056.1;1;Proposer upgrade forfait + vérifier usage
Male;1;Yes;No;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);64.95;4546.0;0;Maroc Telecom;Support;649.5;45460.0;XL;0;33.5;50;0;0;0.005;0.5;Faible;659.81;648.92;0;RAS
Female;0;Yes;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20.5;20.5;1;Maroc Telecom;IT;205.0;205.0;M;0;13.32;12;1;0;0.7825;78.2;Élevé;270.66;255.73;1;Proposer upgrade forfait + vérifier usage
Female;0;No;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;18.85;163.2;0;Orange Maroc;IT;188.5;1632.0;M;0;11.59;12;0;0;0.06;6.0;Faible;187.94;189.08;0;RAS
Male;0;No;No;42;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);19.8;849.9;0;inwi;IT;198.0;8499.0;M;0;10.46;12;0;0;0.0;0.0;Faible;212.22;197.62;0;RAS
Female;0;No;No;7;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);25.05;189.95;0;Orange Maroc;RH;250.5;1899.5;M;0;10.07;12;0;0;0.11;11.0;Faible;248.22;250.37;0;RAS
Male;0;No;No;4;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);74.8;321.9;1;inwi;Commercial;748.0;3219.0;XL;1;35.03;50;0;0;0.825;82.5;Critique;806.45;824.15;1;Surveiller la ligne + analyser causes
Male;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);114.3;8058.55;0;Maroc Telecom;Commercial;1143.0;80585.5;XL;1;62.12;50;1;1;0.0025;0.2;Faible;1357.19;1268.83;1;Vérifier roaming + limiter options
Female;0;Yes;No;20;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;24.45;482.8;1;Maroc Telecom;Finance;244.5;4828.0;M;0;12.49;12;1;0;0.7475;74.8;Élevé;310.29;294.35;1;Proposer upgrade forfait + vérifier usage
Male;0;No;No;63;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);109.2;7049.75;0;Orange Maroc;Direction;1092.0;70497.5;XL;1;60.83;50;1;1;0.205;20.5;Moyen;1246.78;1218.23;1;Vérifier roaming + limiter options
Female;0;No;No;56;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Bank transfer (automatic);45.05;2560.1;0;Maroc Telecom;RH;450.5;25601.0;L;1;20.07;25;0;0;0.0;0.0;Faible;484.62;525.29;0;RAS
Female;0;No;Yes;5;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;51.0;286.8;0;Orange Maroc;IT;510.0;2868.0;XL;0;32.08;50;0;0;0.36;36.0;Moyen;469.65;511.77;0;RAS
Female;0;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);110.45;7982.5;0;Maroc Telecom;Finance;1104.5;79825.0;XL;0;52.39;50;1;0;0.0075;0.8;Faible;1128.99;1153.16;1;Proposer forfait supérieur
Male;1;Yes;Yes;68;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;84.65;5683.6;0;Maroc Telecom;Commercial;846.5;56836.0;XL;0;41.01;50;0;0;0.16;16.0;Faible;818.87;845.65;0;RAS
Male;0;Yes;Yes;67;Yes;No;DSL;Yes;Yes;No;Yes;No;No;One year;No;Mailed check;60.05;3994.05;0;inwi;RH;600.5;39940.5;XL;0;31.35;50;0;0;0.005;0.5;Faible;611.83;600.07;0;RAS
Male;0;Yes;Yes;8;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);44.65;369.15;0;Maroc Telecom;Finance;446.5;3691.5;L;0;25.32;25;1;0;0.105;10.5;Faible;465.19;497.21;1;Proposer forfait supérieur
Male;0;Yes;Yes;52;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);93.25;4631.7;0;inwi;IT;932.5;46317.0;XL;0;48.66;50;0;0;0.0675;6.8;Faible;950.78;932.58;0;RAS
Female;0;Yes;Yes;18;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20.25;401.95;0;inwi;Support;202.5;4019.5;M;0;4.39;12;0;0;0.0275;2.8;Faible;206.0;201.57;0;RAS
Female;0;Yes;Yes;59;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;25.45;1534.05;0;inwi;Direction;254.5;15340.5;M;0;11.01;12;0;0;0.005;0.5;Faible;239.05;253.38;0;RAS
Female;0;No;No;60;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20.6;1093.0;0;Orange Maroc;Finance;206.0;10930.0;M;0;6.86;12;0;0;0.03;3.0;Faible;216.05;204.56;0;RAS
Male;0;No;No;7;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94.1;701.3;0;Orange Maroc;RH;941.0;7013.0;XL;0;42.91;50;0;0;0.895;89.5;Critique;917.61;941.0;1;Surveiller la ligne + analyser causes
Male;0;Yes;Yes;59;No;No phone service;DSL;Yes;No;Yes;No;No;No;One year;No;Mailed check;34.8;1980.3;0;inwi;Commercial;348.0;19803.0;L;0;17.35;25;0;0;0.0275;2.8;Faible;343.39;347.28;0;RAS
Male;0;No;No;46;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);60.75;2893.4;0;Maroc Telecom;Support;607.5;28934.0;XL;0;24.04;50;0;0;0.005;0.5;Faible;579.54;606.22;0;RAS
Male;0;No;No;5;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;51.35;262.3;0;Orange Maroc;RH;513.5;2623.0;XL;0;28.67;50;0;0;0.125;12.5;Faible;518.75;514.66;0;RAS
Male;1;Yes;No;59;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);64.05;3886.85;0;Orange Maroc;Direction;640.5;38868.5;XL;0;34.26;50;0;0;0.005;0.5;Faible;644.21;640.41;0;RAS
Female;0;Yes;No;70;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);84.8;5917.55;0;Maroc Telecom;Commercial;848.0;59175.5;XL;0;47.26;50;0;0;0.01;1.0;Faible;849.89;848.16;0;RAS
Female;0;No;No;14;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);71.0;914.0;1;Maroc Telecom;Commercial;710.0;9140.0;XL;0;32.3;50;0;0;0.7275;72.8;Élevé;695.96;709.96;1;Surveiller la ligne + analyser causes
Female;0;No;No;44;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;50.15;2139.1;0;Maroc Telecom;Commercial;501.5;21391.0;XL;0;22.17;50;0;0;0.1175;11.8;Faible;521.79;500.82;0;RAS
Female;0;Yes;No;64;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;No;Two year;Yes;Credit card (automatic);94.6;5948.7;0;Orange Maroc;Direction;946.0;59487.0;XL;0;50.46;50;1;0;0.02;2.0;Faible;990.56;995.82;1;Proposer forfait supérieur
Female;0;Yes;Yes;58;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Mailed check;59.75;3624.35;0;inwi;Support;597.5;36243.5;XL;0;33.26;50;0;0;0.0;0.0;Faible;601.01;597.61;0;RAS
Female;1;Yes;No;46;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;One year;No;Electronic check;100.25;4753.85;0;Maroc Telecom;IT;1002.5;47538.5;XL;0;54.17;50;1;0;0.115;11.5;Faible;1056.14;1052.87;1;Proposer forfait supérieur
Male;1;Yes;No;58;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;98.9;5780.7;0;inwi;RH;989.0;57807.0;XL;0;52.91;50;1;0;0.2075;20.8;Moyen;1056.27;1039.01;1;Proposer forfait supérieur
Female;0;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Two year;Yes;Credit card (automatic);97.7;6869.7;0;Orange Maroc;Commercial;977.0;68697.0;XL;0;49.51;50;0;0;0.0225;2.2;Faible;976.77;976.43;0;RAS
Female;1;No;No;30;No;No phone service;DSL;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;40.3;1172.95;1;inwi;Finance;403.0;11729.5;L;0;18.77;25;0;0;0.7425;74.2;Élevé;386.49;402.68;1;Surveiller la ligne + analyser causes
Male;1;No;No;11;Yes;Yes;DSL;Yes;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);60.25;662.95;0;Orange Maroc;Support;602.5;6629.5;XL;0;32.33;50;0;0;0.075;7.5;Faible;615.3;603.42;0;RAS
Female;1;No;No;34;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;56.25;1765.95;0;inwi;Support;562.5;17659.5;XL;0;26.8;50;0;0;0.1625;16.2;Faible;581.39;562.32;0;RAS
Male;0;No;No;54;No;No phone service;DSL;Yes;Yes;No;No;No;Yes;Two year;No;Bank transfer (automatic);46.2;2431.95;0;Maroc Telecom;Support;462.0;24319.5;L;0;23.42;25;0;0;0.02;2.0;Faible;487.64;461.47;0;RAS
Female;0;No;No;3;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;50.6;155.35;1;inwi;Direction;506.0;1553.5;XL;0;24.15;50;0;0;0.8325;83.2;Critique;500.84;506.5;1;Surveiller la ligne + analyser causes
Female;0;Yes;Yes;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;24.9;1859.2;0;Maroc Telecom;Finance;249.0;18592.0;M;0;13.25;12;1;0;0.0025;0.2;Faible;295.19;297.83;1;Proposer forfait supérieur
Female;0;Yes;Yes;40;Yes;Yes;Fiber optic;No;No;Yes;Yes;No;No;Month-to-month;Yes;Electronic check;84.85;3303.05;1;inwi;Support;848.5;33030.5;XL;1;46.15;50;0;0;0.7725;77.2;Élevé;925.32;924.94;1;Surveiller la ligne + analyser causes
Female;0;Yes;Yes;2;Yes;No;DSL;No;No;No;No;Yes;Yes;Month-to-month;No;Mailed check;65.7;134.35;1;inwi;Support;657.0;1343.5;XL;0;31.8;50;0;0;0.7425;74.2;Élevé;647.52;657.57;1;Surveiller la ligne + analyser causes
Male;0;Yes;Yes;54;Yes;Yes;DSL;No;No;Yes;No;No;Yes;Two year;No;Credit card (automatic);63.35;3409.1;0;Maroc Telecom;RH;633.5;34091.0;XL;0;30.17;50;0;0;0.02;2.0;Faible;618.44;632.88;0;RAS
Female;0;No;No;14;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);50.1;709.5;0;Maroc Telecom;Support;501.0;7095.0;XL;0;24.73;50;0;0;0.19;19.0;Faible;517.3;501.4;0;RAS
Female;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;70.5;70.5;1;inwi;IT;705.0;705.0;XL;0;31.71;50;0;0;0.8875;88.8;Critique;696.77;705.18;1;Surveiller la ligne + analyser causes
Female;0;No;No;10;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;94.85;953.45;1;Maroc Telecom;Support;948.5;9534.5;XL;0;49.42;50;0;0;0.88;88.0;Critique;937.49;949.48;1;Surveiller la ligne + analyser causes
Female;0;No;No;1;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;50.15;50.15;0;inwi;Commercial;501.5;501.5;XL;0;25.42;50;0;0;0.11;11.0;Faible;513.75;502.3;0;RAS
Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19.75;19.75;1;Maroc Telecom;Finance;197.5;197.5;M;0;9.77;12;0;0;0.4575;45.8;Moyen;176.71;197.89;0;RAS
Male;0;No;No;56;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;One year;Yes;Bank transfer (automatic);64.65;3665.55;0;Maroc Telecom;Commercial;646.5;36655.5;XL;0;33.31;50;0;0;0.0075;0.8;Faible;639.81;646.26;0;RAS
Female;0;Yes;No;68;Yes;No;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);79.6;5515.8;0;inwi;Commercial;796.0;55158.0;XL;1;35.38;50;0;0;0.015;1.5;Faible;837.26;870.45;0;RAS
Female;0;Yes;Yes;14;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;19.5;272.0;0;Orange Maroc;Finance;195.0;2720.0;M;0;13.95;12;1;0;0.0225;2.2;Faible;229.09;245.64;1;Proposer forfait supérieur
Male;0;Yes;Yes;68;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;Two year;Yes;Electronic check;99.55;6668.0;0;inwi;IT;995.5;66680.0;XL;0;48.22;50;0;0;0.04;4.0;Faible;985.64;994.64;0;RAS
Male;1;Yes;No;55;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74.0;4052.4;0;Maroc Telecom;RH;740.0;40524.0;XL;0;35.88;50;0;0;0.2675;26.8;Moyen;728.75;739.44;0;RAS
Female;0;No;No;16;No;No phone service;DSL;Yes;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;38.9;664.4;0;Orange Maroc;Commercial;389.0;6644.0;L;1;22.05;25;0;0;0.2125;21.2;Moyen;451.5;465.49;0;RAS
Male;1;No;No;9;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;79.55;718.55;0;Orange Maroc;Support;795.5;7185.5;XL;0;41.61;50;0;0;0.3125;31.2;Moyen;764.69;796.44;0;RAS
Male;0;Yes;Yes;14;Yes;No;DSL;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;65.45;937.6;1;Orange Maroc;Direction;654.5;9376.0;XL;0;38.72;50;0;0;0.7;70.0;Élevé;639.4;656.01;1;Surveiller la ligne + analyser causes
Male;1;Yes;No;58;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;98.7;5812.6;1;Orange Maroc;Commercial;987.0;58126.0;XL;0;46.45;50;0;0;0.8;80.0;Critique;1007.17;986.13;1;Surveiller la ligne + analyser causes
Male;0;No;No;53;No;No phone service;DSL;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);46.3;2546.85;0;Orange Maroc;Support;463.0;25468.5;L;0;20.34;25;0;0;0.0875;8.8;Faible;467.47;461.96;0;RAS
Male;0;Yes;No;70;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;No;Two year;Yes;Credit card (automatic);99.35;6944.5;0;Maroc Telecom;RH;993.5;69445.0;XL;0;46.09;50;0;0;0.02;2.0;Faible;985.81;992.26;0;RAS
Female;1;Yes;Yes;14;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95.8;1346.3;0;Maroc Telecom;Support;958.0;13463.0;XL;0;48.3;50;0;0;0.2775;27.8;Moyen;948.17;958.62;0;RAS
Male;0;Yes;Yes;22;Yes;No;DSL;Yes;No;Yes;Yes;Yes;No;One year;Yes;Bank transfer (automatic);67.5;1544.05;1;inwi;Finance;675.0;15440.5;XL;0;32.94;50;0;0;0.0475;4.8;Faible;686.48;675.19;0;RAS
Female;0;Yes;No;10;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);78.15;765.15;0;Maroc Telecom;RH;781.5;7651.5;XL;0;36.99;50;0;0;0.4525;45.2;Moyen;782.79;781.75;0;RAS
Female;0;Yes;Yes;29;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;26.1;692.55;0;Orange Maroc;Commercial;261.0;6925.5;M;0;12.85;12;1;0;0.01;1.0;Faible;311.34;310.58;1;Proposer forfait supérieur
Female;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69.6;69.6;1;Maroc Telecom;IT;696.0;696.0;XL;0;31.7;50;0;0;0.9675;96.8;Critique;688.0;696.25;1;Surveiller la ligne + analyser causes
Male;0;Yes;No;49;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;No;Electronic check;84.35;4059.35;1;Orange Maroc;Support;843.5;40593.5;XL;0;46.81;50;0;0;0.6575;65.8;Élevé;824.95;844.07;1;Surveiller la ligne + analyser causes
Female;1;Yes;No;68;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;100.2;6851.65;1;Orange Maroc;Support;1002.0;68516.5;XL;0;48.0;50;0;0;0.7475;74.8;Élevé;991.61;1001.05;1;Surveiller la ligne + analyser causes
Female;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;78.05;78.05;1;Maroc Telecom;RH;780.5;780.5;XL;0;37.31;50;0;0;0.95;95.0;Critique;790.78;781.0;1;Surveiller la ligne + analyser causes
Female;0;No;No;30;No;No phone service;DSL;No;No;No;Yes;No;Yes;One year;Yes;Credit card (automatic);40.35;1187.05;0;Maroc Telecom;RH;403.5;11870.5;L;0;13.01;25;0;0;0.06;6.0;Faible;412.27;402.2;0;RAS
Female;0;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Credit card (automatic);79.2;5401.9;0;Maroc Telecom;Support;792.0;54019.0;XL;0;34.66;50;0;0;0.015;1.5;Faible;807.44;790.44;0;RAS
Female;0;No;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20.9;247.0;0;Orange Maroc;Support;209.0;2470.0;M;1;8.69;12;0;0;0.04;4.0;Faible;322.09;284.75;0;RAS
Male;0;No;No;7;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;73.6;520.0;1;inwi;Finance;736.0;5200.0;XL;0;35.88;50;0;0;0.79;79.0;Élevé;713.36;736.5;1;Surveiller la ligne + analyser causes
Female;0;No;No;9;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74.75;706.6;1;Maroc Telecom;Finance;747.5;7066.0;XL;0;39.53;50;0;0;0.86;86.0;Critique;728.81;748.48;1;Surveiller la ligne + analyser causes
Female;0;No;Yes;1;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;49.9;49.9;0;Orange Maroc;Commercial;499.0;499.0;L;1;20.46;25;0;0;0.145;14.5;Faible;575.63;574.63;0;RAS
Female;0;No;No;20;Yes;Yes;DSL;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);68.9;1370.35;0;Maroc Telecom;Commercial;689.0;13703.5;XL;0;35.81;50;0;0;0.06;6.0;Faible;690.53;689.6;0;RAS
Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20.25;20.25;0;Orange Maroc;IT;202.5;202.5;M;0;12.0;12;0;0;0.115;11.5;Faible;185.11;203.22;0;RAS
Female;0;No;No;29;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);76.0;2215.25;0;inwi;Finance;760.0;22152.5;XL;0;40.03;50;0;0;0.1475;14.8;Faible;754.86;760.54;0;RAS
Male;0;No;No;1;Yes;No;Fiber optic;No;No;No;Yes;No;No;Month-to-month;No;Electronic check;74.0;74.0;0;Maroc Telecom;Support;740.0;740.0;XL;0;40.11;50;0;0;0.18;18.0;Faible;768.5;741.32;0;RAS
Male;0;No;No;3;Yes;No;Fiber optic;Yes;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;82.3;214.4;0;Orange Maroc;Commercial;823.0;2144.0;XL;1;37.66;50;0;0;0.1475;14.8;Faible;918.66;899.0;0;RAS
Female;0;No;No;20;Yes;No;Fiber optic;Yes;No;Yes;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);89.4;1871.15;0;Maroc Telecom;Direction;894.0;18711.5;XL;1;46.32;50;0;0;0.135;13.5;Faible;983.18;970.52;0;RAS
Male;0;No;Yes;64;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);99.15;6171.2;0;Maroc Telecom;Support;991.5;61712.0;XL;0;54.87;50;1;0;0.105;10.5;Faible;1018.03;1041.69;1;Proposer forfait supérieur
Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20.2;20.2;1;Maroc Telecom;Direction;202.0;202.0;M;1;14.3;12;1;1;0.875;87.5;Critique;323.85;328.75;1;Proposer upgrade forfait + vérifier usage
Female;0;No;No;6;No;No phone service;DSL;Yes;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);29.45;161.45;0;Maroc Telecom;Finance;294.5;1614.5;M;0;20.4;12;1;0;0.0725;7.2;Faible;336.5;345.58;1;Proposer forfait supérieur
Male;0;Yes;No;50;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Electronic check;19.8;1013.2;0;Orange Maroc;Support;198.0;10132.0;M;1;10.62;12;0;0;0.0125;1.2;Faible;304.88;273.31;0;RAS
Male;0;No;No;6;Yes;No;DSL;Yes;No;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);59.15;336.7;0;Maroc Telecom;IT;591.5;3367.0;XL;0;27.8;50;0;0;0.065;6.5;Faible;596.87;591.85;0;RAS
Male;0;Yes;Yes;7;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;44.75;333.65;0;Orange Maroc;Commercial;447.5;3336.5;L;1;14.78;25;0;0;0.1275;12.8;Faible;501.04;522.46;0;RAS
Male;0;Yes;Yes;72;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Two year;Yes;Credit card (automatic);90.8;6511.8;0;Maroc Telecom;Commercial;908.0;65118.0;XL;0;41.67;50;0;0;0.04;4.0;Faible;918.42;906.67;0;RAS
Male;0;Yes;No;8;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);49.55;393.45;0;Maroc Telecom;RH;495.5;3934.5;L;0;23.2;25;0;0;0.0675;6.8;Faible;496.98;495.64;0;RAS
Female;0;Yes;Yes;67;Yes;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;Two year;No;Credit card (automatic);106.7;7009.5;0;Orange Maroc;Support;1067.0;70095.0;XL;0;52.31;50;1;0;0.03;3.0;Faible;1115.04;1116.07;1;Proposer forfait supérieur
Female;1;Yes;No;24;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;93.55;2264.05;1;inwi;Support;935.5;22640.5;XL;0;44.4;50;0;0;0.8475;84.8;Critique;920.22;935.43;1;Surveiller la ligne + analyser causes
Female;0;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Two year;Yes;Credit card (automatic);94.45;6921.7;0;Maroc Telecom;IT;944.5;69217.0;XL;0;48.24;50;0;0;0.0275;2.8;Faible;942.57;943.99;0;RAS
Male;0;Yes;Yes;33;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);19.45;600.25;0;inwi;Commercial;194.5;6002.5;M;0;10.31;12;0;0;0.0025;0.2;Faible;206.21;194.32;0;RAS
Male;0;No;No;2;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;25.05;56.35;1;Orange Maroc;RH;250.5;563.5;M;0;12.65;12;1;0;0.875;87.5;Critique;281.99;300.71;1;Proposer upgrade forfait + vérifier usage
Male;0;Yes;No;70;Yes;No;DSL;Yes;Yes;No;Yes;No;Yes;Two year;No;Mailed check;67.95;4664.15;0;Orange Maroc;RH;679.5;46641.5;XL;0;36.33;50;0;0;0.0025;0.2;Faible;674.24;679.2;0;RAS
Female;0;No;No;22;Yes;No;DSL;No;Yes;Yes;No;Yes;No;One year;No;Bank transfer (automatic);65.25;1441.8;0;Orange Maroc;Support;652.5;14418.0;XL;0;31.22;50;0;0;0.02;2.0;Faible;656.01;652.58;0;RAS
